Tamil,English
அளவுமோர்,alavumor
காணாதான்,kaanaadhaan
காட்டுவான்,kaattuvaan
தான்காணான்,thaankaanaan
கண்டானாம்,kantaanaam
தான்கண்ட,thaankanta
உண்டென்பது,untenpadhu
இல்லென்பான்,illenpaan
அலகையா,alakaiyaa
இகலென்ப,ikalenpa
பகலென்னும்,pakalennum
பண்பின்மை,panpinmai
பாரிக்கும்,paarikkum
பகல்கருதிப்,pakalkarudhip
பற்றா,patraa
இகல்கருதி,ikalkarudhi
இகலென்னும்,ikalennum
எவ்வநோய்,evvanoi
நீக்கின்,neekkin
தவலில்லாத்,thavalillaath
தாவில்,thaavil
இகலெதிர்,ikaledhir
சாய்ந்தொழுக,saaindhozhuka
வல்லாரை,vallaarai
மிக்லூக்கும்,mikalookkum
இகலின்,ikalin
மிகலினிது,mikalinidhu
என்பவன்,enpavan
தவலும்,thavalum
கெடலும்,ketalum
நணித்து,naniththu
மிகல்மேவல்,mikalmeval
காணார்,kaanaar
இகல்மேவல்,ikalmeval
அறிவி,arivi
னவர்,navar
இகலிற்கு,ikalirku
எதிர்சாய்தல்,edhirsaaidhal
மிக்லூக்கின்,mikalookkin
ஊக்குமாம்,ookkumaam
இகல்காணான்,ikalkaanaan
மிகல்காணும்,mikalkaanum
தரற்கு,thararku
இகலானாம்,ikalaanaam
நகலானாம்,nakalaanaam
நன்னயம்,nannayam
வலியார்க்கு,valiyaarkku
மாறேற்றல்,maaretral
மேக,meka
அன்பிலன்,anpilan
துணையிலன்,thunaiyilan
தான்துவ்வான்,thaandhuvvaan
என்பரியும்,enpariyum
ஏதிலான்,edhilaan
துப்பு,thuppu
அமைவிலன்,amaivilan
ஈகலான்,eekalaan
தஞ்சம்,thanjam
எளியன்,eliyan
பகைக்கு,pakaikku
நீங்கான்,neengaan
நிறையிலன்,niraiyilan
யாங்கணும்,yaanganum
எளிது,elidhu
வழிநோக்கான்,vazhinokkaan
வாய்ப்பன,vaaippana
பழிநோக்கான்,pazhinokkaan
பண்பிலன்,panpilan
பற்றார்க்கு,patraarkku
காணாச்,kaanaach
சினத்தான்,chinaththaan
காமத்தான்,kaamaththaan
பேணப்,penap
அடுத்திருந்து,atuththirundhu
மாணாத,maanaadha
குணனிலனாய்க்,kunanilanaaik
பலவாயின்,palavaayin
மாற்றார்க்கு,maatraarkku
இனனிலனாம்,inanilanaam
செறுவார்க்குச்,seruvaarkkuch
சேணிகவா,chenikavaa
பகைவர்ப்,pakaivarp
கல்லான்,kallaan
வெகுளும்,vekulum
சிறுபொருள்,siruporul
ஒல்லானை,ollaanai
ஒல்லா,ollaa
தொளி,tholi
பகைஎன்னும்,pakaiennum
பண்பி,panpi
நகையேயும்,nakaiyeyum
வேண்டற்பாற்று,ventarpaatru
வில்லேர்,viller
பகைகொளினும்,pakaikolinum
சொல்லேர்,soller
ஏமுற்,emur
றவரினும்,ravarinum
ஏழை,ezhai
தமியனாய்ப்,thamiyanaaip
பகைகொள்,pakaikol
பவன்,pavan
பகைநட்பாக்,pakainatpaak
யாளன்,yaalan
தங்கிற்று,thangitru
தன்துணை,thandhunai
இன்றால்,indraal
பகையிரண்டால்,pakaiyirantaal
தான்ஒருவன்,thaanoruvan
இன்துணையாக்,indhunaiyaak
கொள்கவற்றின்,kolkavatrin
ஒன்று,ondru
தேறினும்,therinum
தேறா,theraa
விடினும்,vitinum
தேறான்,theraan
பகாஅன்,pakaaan
நோவற்க,novarka
நொந்தது,nondhadhu
அறியார்க்கு,ariyaarkku
மேவற்க,mevarka
மென்மை,menmai
பகைவர்,pakaivar
தற்செய்து,tharseydhu
தற்காப்ப,tharkaappa
மாயும்,maayum
பகைவர்கண்,pakaivarkan
இளைதாக,ilaidhaaka
முள்மரம்,mulmaram
கொல்க,kolka
களையுநர்,kalaiyunar
கைகொல்லும்,kaikollum
காழ்த்த,kaazhththa
உயிர்ப்ப,uyirppa
உளரல்லர்,ularallar
செயிர்ப்பவர்,seyirppavar
செம்மல்,semmal
சிதைக்கலா,sidhaikkalaa
நிழல்நீரும்,nizhalneerum
தமர்நீரும்,thamarneerum
இன்னாவாம்,innaavaam
வாள்போல,vaalpola
பகைவரை,pakaivarai
அஞ்சற்க,anjarka
அஞ்சுக,anjuka
கேள்போல்,kelpol
உட்பகை,utpakai
மட்பகையின்,matpakaiyin
மாணத்,maanath
மனமாணா,manamaanaa
இனமாணா,inamaanaa
உறல்முறையான்,uralmuraiyaan
இறல்முறையான்,iralmuraiyaan
ஒன்றாமை,ondraamai
ஒன்றியார்,ondriyaar
கட்படின்,katpatin
பொன்றாமை,pondraamai
ஒன்றல்,ondral
செப்பின்,seppin
புணர்ச்சிபோல்,punarchchipol
கூடினும்,kootinum
கூடாதே,kootaadhe
அரம்பொருத,aramporudha
பொன்போலத்,ponpolath
தேயும்,theyum
உரம்பொருது,uramporudhu
எட்பக,etpaka
வன்ன,vanna
சிறுமைத்தே,sirumaiththe
உள்ளதாங்,ulladhaang
உடம்பாடு,utampaatu
குடங்கருள்,kutangarul
பாம்போடு,paampotu
உடனுறைந்,utanurain
இகழாமை,ikazhaamai
போற்றுவார்,potruvaar
போற்றலுள்,potralul
ஒழுகிற்,ozhukir
பெரியாரால்,periyaaraal
கெடல்வேண்டின்,ketalventin
அடல்வேண்டின்,atalventin
பவர்கண்,pavarkan
கூற்றத்தைக்,kootraththaik
கையால்,kaiyaal
விளித்தற்றால்,viliththatraal
ஆற்றுவார்க்கு,aatruvaarkku
ஆற்றாதார்,aatraadhaar
யாண்டுச்,yaantuch
உளராகார்,ularaakaar
வெந்துப்பின்,vendhuppin
செறப்பட்டவர்,serappattavar
எரியால்,eriyaal
சுடப்படினும்,sutappatinum
உய்யார்,uyyaar
பிழைத்தொழுகு,pizhaiththozhuku
வகைமாண்ட,vakaimaanta
வாழ்க்கையும்,vaazhkkaiyum
வான்பொருளும்,vaanporulum
தகைமாண்ட,thakaimaanta
செறின்,serin
குன்றன்னார்,kundrannaar
குன்ற,kundra
மதிப்பின்,madhippin
குடியொடு,kutiyotu
நின்றன்னார்,nindrannaar
மாய்வர்,maaivar
ஏந்திய,endhiya
கொள்கையார்,kolkaiyaar
சீறின்,seerin
இடைமுரிந்து,itaimurindhu
வேந்தனும்,vendhanum
இறந்தமைந்த,irandhamaindha
சார்புடையர்,saarputaiyar
சிறந்தமைந்த,sirandhamaindha
சீரார்,seeraar
மனைவிழைவார்,manaivizhaivaar
வினைவிழையார்,vinaivizhaiyaar
வேண்டாப்,ventaap
பெண்விழைவான்,penvizhaivaan
பெரியதோர்,periyadhor
நாணாக,naanaaka
நாணுத்,naanuth
தாழ்ந்த,thaazhndha
இயல்பின்மை,iyalpinmai
நல்லாருள்,nallaarul
மனையாளை,manaiyaalai
மறுமையி,marumaiyi
லாளன்,laalan
வினையாண்மை,vinaiyaanmai
வீறெய்த,veereydha
லின்று,lindru
இல்லாளை,illaalai
அஞ்சுவான்,anjuvaan
அஞ்சுமற்,anjumar
றெஞ்ஞான்றும்,regngnaandrum
நல்லார்க்கு,nallaarkku
இமையாரின்,imaiyaarin
பாடிலரே,paatilare
இல்லாள்,illaal
அமையார்தோள்,amaiyaardhol
பெண்ணேவல்,penneval
ஆண்மையின்,aanmaiyin
நாணுடைப்,naanutaip
பெண்ணே,penne
குறைமுடியார்,kuraimutiyaar
நன்றாற்றார்,nandraatraar
நன்னுதலாள்,nannudhalaal
பெட்டாங்கு,pettaangu
அறவினையும்,aravinaiyum
பிறவினையும்,piravinaiyum
பெண்ஏவல்,peneval
செய்வார்கண்,seyvaarkan
எண்சேர்ந்த,enserndha
திடனுடையார்க்கு,thitanutaiyaarkku
பெண்சேர்ந்தாம்,penserndhaam
பொருள்விழையும்,porulvizhaiyum
ஆய்தொடியார்,aaidhotiyaar
இழுக்குத்,izhukkuth
பயன்தூக்கிப்,payandhookkip
பண்புரைக்கும்,panpuraikkum
நயன்தூக்கி,nayandhookki
நள்ளா,nallaa
பொருட்பெண்டிர்,porutpentir
பொய்ம்மை,poimmai
முயக்கம்,muyakkam
இருட்டறையில்,iruttaraiyil
ஏதில்,edhil
பிணந்தழீஇ,pinandhazheei
அற்று,atru
பொருட்பொருளார்,porutporulaar
புன்னலந்,punnalan
தோயார்,thoyaar
அருட்பொருள்,arutporul
பொதுநலத்தார்,podhunalaththaar
